,transcription_factor,auROC,auPRC,iters_tested,iters_train_valid,iters_trained,min_delta,patience,train_time,valid_losses,Unnamed: 0,auPRC_bestmodel,auPRC_earlystop,auROC_bestmodel,auROC_earlystop,iters_trained_bestmodel,iters_trained_max,iters_trained_total,validation_freq,valid_chr,path_name
291,ZNF143,,,10000.0,5000.0,,0.0,4.0,12266.295531468466,"[<tf.Tensor: shape=(), dtype=float32, numpy=47.12952>, <tf.Tensor: shape=(), dtype=float32, numpy=14.676902>, <tf.Tensor: shape=(), dtype=float32, numpy=8.459339>, <tf.Tensor: shape=(), dtype=float32, numpy=6.7431064>, <tf.Tensor: shape=(), dtype=float32, numpy=6.0702477>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8964767>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7254767>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8648133>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7926397>, <tf.Tensor: shape=(), dtype=float32, numpy=5.6236625>, <tf.Tensor: shape=(), dtype=float32, numpy=5.4924226>, <tf.Tensor: shape=(), dtype=float32, numpy=5.418638>, <tf.Tensor: shape=(), dtype=float32, numpy=5.4035807>, <tf.Tensor: shape=(), dtype=float32, numpy=5.3723803>, <tf.Tensor: shape=(), dtype=float32, numpy=5.459748>, <tf.Tensor: shape=(), dtype=float32, numpy=5.4564533>, <tf.Tensor: shape=(), dtype=float32, numpy=5.4081173>, <tf.Tensor: shape=(), dtype=float32, numpy=5.4163632>]",0.0,0.5600202784304009,0.5664133457831814,0.9967309202849062,0.996548393249371,2600.0,5000.0,3400.0,200.0,chr1,ZNF143_early_stop_5000_train_5000_4_0_02Aug2020_0802_5000.csv
292,ZNF143,,,10000.0,5000.0,,0.0,4.0,11195.339847455733,"[<tf.Tensor: shape=(), dtype=float32, numpy=39.563755>, <tf.Tensor: shape=(), dtype=float32, numpy=12.258917>, <tf.Tensor: shape=(), dtype=float32, numpy=6.799529>, <tf.Tensor: shape=(), dtype=float32, numpy=4.991032>, <tf.Tensor: shape=(), dtype=float32, numpy=4.435045>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2288017>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1481805>, <tf.Tensor: shape=(), dtype=float32, numpy=4.226419>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1392965>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1126037>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9900234>, <tf.Tensor: shape=(), dtype=float32, numpy=3.913584>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8866997>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8890843>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9435575>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9228423>, <tf.Tensor: shape=(), dtype=float32, numpy=3.895664>]",0.0,0.5620562996239653,0.5710239275232685,0.996253068607606,0.9968006497142118,2400.0,5000.0,3200.0,200.0,chr1,ZNF143_early_stop_5000_train_5000_sample_4_0_1_12Aug2020_1224_5000.csv
293,ZNF143,,,10000.0,5000.0,,0.0,4.0,11733.35843316093,"[<tf.Tensor: shape=(), dtype=float32, numpy=45.387756>, <tf.Tensor: shape=(), dtype=float32, numpy=12.106225>, <tf.Tensor: shape=(), dtype=float32, numpy=6.835392>, <tf.Tensor: shape=(), dtype=float32, numpy=5.1501317>, <tf.Tensor: shape=(), dtype=float32, numpy=4.456833>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2966332>, <tf.Tensor: shape=(), dtype=float32, numpy=4.120883>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1454096>, <tf.Tensor: shape=(), dtype=float32, numpy=4.153912>, <tf.Tensor: shape=(), dtype=float32, numpy=4.011037>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9701788>, <tf.Tensor: shape=(), dtype=float32, numpy=3.915692>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9627805>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8834937>, <tf.Tensor: shape=(), dtype=float32, numpy=3.912666>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9560156>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9426136>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9289384>]",0.0,0.5656709826281813,0.5638522726862718,0.9965771053673204,0.9964827655512009,2600.0,5000.0,3400.0,200.0,chr1,ZNF143_early_stop_5000_train_5000_sample_4_0_2_12Aug2020_1224_5000.csv
294,ZNF143,,,10000.0,5000.0,,0.0,4.0,16034.742092834786,"[<tf.Tensor: shape=(), dtype=float32, numpy=47.53223>, <tf.Tensor: shape=(), dtype=float32, numpy=11.882603>, <tf.Tensor: shape=(), dtype=float32, numpy=6.4354234>, <tf.Tensor: shape=(), dtype=float32, numpy=4.927629>, <tf.Tensor: shape=(), dtype=float32, numpy=4.440958>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2759385>, <tf.Tensor: shape=(), dtype=float32, numpy=4.198302>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2080016>, <tf.Tensor: shape=(), dtype=float32, numpy=4.275465>, <tf.Tensor: shape=(), dtype=float32, numpy=4.127632>, <tf.Tensor: shape=(), dtype=float32, numpy=4.032572>, <tf.Tensor: shape=(), dtype=float32, numpy=3.919566>, <tf.Tensor: shape=(), dtype=float32, numpy=3.925629>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8801508>, <tf.Tensor: shape=(), dtype=float32, numpy=3.923636>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9697871>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9133484>, <tf.Tensor: shape=(), dtype=float32, numpy=3.874874>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9267945>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8420851>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8961546>, <tf.Tensor: shape=(), dtype=float32, numpy=3.876072>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8811905>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9392457>]",0.0,0.5776060155566038,0.5775025148812183,0.9965853088295916,0.9968088531764832,3800.0,5000.0,4600.0,200.0,chr1,ZNF143_early_stop_5000_train_5000_sample_4_0_3_12Aug2020_1224_5000.csv
295,ZNF143,,,10000.0,5000.0,,0.0,4.0,16952.50671053119,"[<tf.Tensor: shape=(), dtype=float32, numpy=52.189888>, <tf.Tensor: shape=(), dtype=float32, numpy=11.835471>, <tf.Tensor: shape=(), dtype=float32, numpy=6.4140043>, <tf.Tensor: shape=(), dtype=float32, numpy=4.979734>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3817854>, <tf.Tensor: shape=(), dtype=float32, numpy=4.283215>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1792464>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1658897>, <tf.Tensor: shape=(), dtype=float32, numpy=4.17035>, <tf.Tensor: shape=(), dtype=float32, numpy=4.097864>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9854171>, <tf.Tensor: shape=(), dtype=float32, numpy=3.916193>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9199903>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9097743>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9396179>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9296343>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8894644>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0419626>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8951454>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8620589>, <tf.Tensor: shape=(), dtype=float32, numpy=3.873168>, <tf.Tensor: shape=(), dtype=float32, numpy=3.967347>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8467054>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9506152>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8782766>]",0.0,0.5734779046258457,0.5809374677343511,0.9966570891244648,0.9965996648885662,4400.0,5000.0,5000.0,200.0,chr1,ZNF143_early_stop_5000_train_5000_sample_4_0_0_12Aug2020_1224_5000.csv
296,ZNF143,,,10000.0,5000.0,,0.0,4.0,16999.254672273062,"[<tf.Tensor: shape=(), dtype=float32, numpy=42.477055>, <tf.Tensor: shape=(), dtype=float32, numpy=12.112491>, <tf.Tensor: shape=(), dtype=float32, numpy=6.6194453>, <tf.Tensor: shape=(), dtype=float32, numpy=5.032426>, <tf.Tensor: shape=(), dtype=float32, numpy=4.456939>, <tf.Tensor: shape=(), dtype=float32, numpy=4.304668>, <tf.Tensor: shape=(), dtype=float32, numpy=4.137952>, <tf.Tensor: shape=(), dtype=float32, numpy=4.161578>, <tf.Tensor: shape=(), dtype=float32, numpy=4.128567>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0157685>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9707196>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9023223>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8783586>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8719358>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8988602>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9264743>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0362873>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8696125>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9038062>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8434227>, <tf.Tensor: shape=(), dtype=float32, numpy=3.932559>, <tf.Tensor: shape=(), dtype=float32, numpy=3.871401>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8398376>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8797438>, <tf.Tensor: shape=(), dtype=float32, numpy=3.848697>]",0.0,0.5724299464329811,0.5750506240585339,0.9968826843369244,0.9966529873933294,4400.0,5000.0,5000.0,200.0,chr1,ZNF143_early_stop_5000_train_5000_sample_4_0_4_12Aug2020_1224_5000.csv
297,ZNF143,,,10000.0,5000.0,,0.01,4.0,13925.381316015495,"[<tf.Tensor: shape=(), dtype=float32, numpy=49.480663>, <tf.Tensor: shape=(), dtype=float32, numpy=10.799884>, <tf.Tensor: shape=(), dtype=float32, numpy=5.2302737>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2965617>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1733212>, <tf.Tensor: shape=(), dtype=float32, numpy=4.095857>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9696515>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8602054>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7844613>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7184038>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6734204>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6815073>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6738582>, <tf.Tensor: shape=(), dtype=float32, numpy=3.642818>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6331356>, <tf.Tensor: shape=(), dtype=float32, numpy=3.646832>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5901325>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6118116>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6283367>, <tf.Tensor: shape=(), dtype=float32, numpy=3.605359>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6507676>]",0.0,0.5596798296031894,0.5574506597638862,0.9962079495651138,0.996601715754134,3200.0,5000.0,4000.0,200.0,chr22,ZNF143_early_stop_5000_train_5000_sample_chr22_4_2_0_16Aug2020_1629_5000.csv
298,ZNF143,,,10000.0,5000.0,,0.0,5.0,14355.369988223538,"[<tf.Tensor: shape=(), dtype=float32, numpy=46.989975>, <tf.Tensor: shape=(), dtype=float32, numpy=10.277063>, <tf.Tensor: shape=(), dtype=float32, numpy=4.925545>, <tf.Tensor: shape=(), dtype=float32, numpy=4.202692>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1666183>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9965913>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9056165>, <tf.Tensor: shape=(), dtype=float32, numpy=3.855104>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7902968>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7306828>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7238243>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7361484>, <tf.Tensor: shape=(), dtype=float32, numpy=3.686182>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6769657>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6479812>, <tf.Tensor: shape=(), dtype=float32, numpy=3.671908>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6119437>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7214565>, <tf.Tensor: shape=(), dtype=float32, numpy=3.624725>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6147773>, <tf.Tensor: shape=(), dtype=float32, numpy=3.633625>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6490939>]",0.0,0.5627582694349851,0.5636453533789005,0.9964396973742768,0.9967247676882028,3200.0,5000.0,4200.0,200.0,chr22,ZNF143_early_stop_5000_train_5000_sample_chr22_5_0_0_16Aug2020_1629_5000.csv
299,ZNF24,,,10000.0,1000.0,,0.0,4.0,7599.351413731462,"[<tf.Tensor: shape=(), dtype=float32, numpy=40.594822>, <tf.Tensor: shape=(), dtype=float32, numpy=12.229112>, <tf.Tensor: shape=(), dtype=float32, numpy=7.6768436>, <tf.Tensor: shape=(), dtype=float32, numpy=5.4056797>, <tf.Tensor: shape=(), dtype=float32, numpy=4.764592>, <tf.Tensor: shape=(), dtype=float32, numpy=4.5392146>, <tf.Tensor: shape=(), dtype=float32, numpy=4.509557>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3797436>, <tf.Tensor: shape=(), dtype=float32, numpy=4.430371>, <tf.Tensor: shape=(), dtype=float32, numpy=4.376896>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4119678>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3806806>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2946587>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3381815>, <tf.Tensor: shape=(), dtype=float32, numpy=4.278034>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2594934>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2700553>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2447042>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2375245>, <tf.Tensor: shape=(), dtype=float32, numpy=4.225736>, <tf.Tensor: shape=(), dtype=float32, numpy=4.282518>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2401857>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3059916>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2856464>]",0.0,0.5976397409359546,0.6002551321212858,0.9975703501203852,0.9977898023675762,3800.0,5000.0,4600.0,200.0,chr1,ZNF24_early_stop_5000_train_1000_4_0_02Aug2020_0802_1000.csv
300,ZNF24,,,10000.0,1000.0,,0.001,5.0,7917.2717113727695,"[<tf.Tensor: shape=(), dtype=float32, numpy=33.849735>, <tf.Tensor: shape=(), dtype=float32, numpy=11.955596>, <tf.Tensor: shape=(), dtype=float32, numpy=6.942753>, <tf.Tensor: shape=(), dtype=float32, numpy=5.0923185>, <tf.Tensor: shape=(), dtype=float32, numpy=4.7229238>, <tf.Tensor: shape=(), dtype=float32, numpy=4.727359>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4821124>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3722115>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4507394>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4627943>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4592843>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3633256>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3231435>, <tf.Tensor: shape=(), dtype=float32, numpy=4.350167>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3000927>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2577972>, <tf.Tensor: shape=(), dtype=float32, numpy=4.263831>, <tf.Tensor: shape=(), dtype=float32, numpy=4.274624>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3552594>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2335315>, <tf.Tensor: shape=(), dtype=float32, numpy=4.318132>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2325935>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2697735>, <tf.Tensor: shape=(), dtype=float32, numpy=4.292803>, <tf.Tensor: shape=(), dtype=float32, numpy=4.35711>]",0.0,0.6088213915850099,0.6406565945113785,0.9978775832664528,0.9982067616372392,3800.0,5000.0,4800.0,200.0,chr1,ZNF24_early_stop_5000_train_1000_5_3_02Aug2020_0802_1000.csv
301,ZNF24,,,10000.0,1000.0,,0.001,4.0,8190.222742084414,"[<tf.Tensor: shape=(), dtype=float32, numpy=43.63091>, <tf.Tensor: shape=(), dtype=float32, numpy=12.01337>, <tf.Tensor: shape=(), dtype=float32, numpy=7.056474>, <tf.Tensor: shape=(), dtype=float32, numpy=5.2569714>, <tf.Tensor: shape=(), dtype=float32, numpy=4.912622>, <tf.Tensor: shape=(), dtype=float32, numpy=4.8056574>, <tf.Tensor: shape=(), dtype=float32, numpy=4.7217755>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4139256>, <tf.Tensor: shape=(), dtype=float32, numpy=4.527629>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4103765>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4925914>, <tf.Tensor: shape=(), dtype=float32, numpy=4.434838>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3176303>, <tf.Tensor: shape=(), dtype=float32, numpy=4.337529>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2969213>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2969637>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3265343>, <tf.Tensor: shape=(), dtype=float32, numpy=4.274082>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2805996>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2217183>, <tf.Tensor: shape=(), dtype=float32, numpy=4.330806>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2391562>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3404417>, <tf.Tensor: shape=(), dtype=float32, numpy=4.28415>]",0.0,0.5570807556615773,0.5668321324584973,0.997457488964687,0.997538999799358,3800.0,5000.0,4600.0,200.0,chr1,ZNF24_early_stop_5000_train_1000_4_3_02Aug2020_0802_1000.csv
302,ZNF24,,,10000.0,1000.0,,0.0,5.0,8455.353832277471,"[<tf.Tensor: shape=(), dtype=float32, numpy=44.102016>, <tf.Tensor: shape=(), dtype=float32, numpy=12.482488>, <tf.Tensor: shape=(), dtype=float32, numpy=8.1932745>, <tf.Tensor: shape=(), dtype=float32, numpy=5.643666>, <tf.Tensor: shape=(), dtype=float32, numpy=4.8710475>, <tf.Tensor: shape=(), dtype=float32, numpy=4.820899>, <tf.Tensor: shape=(), dtype=float32, numpy=4.514523>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3610487>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4739375>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4299717>, <tf.Tensor: shape=(), dtype=float32, numpy=4.443204>, <tf.Tensor: shape=(), dtype=float32, numpy=4.373973>, <tf.Tensor: shape=(), dtype=float32, numpy=4.261886>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3349924>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2648253>, <tf.Tensor: shape=(), dtype=float32, numpy=4.250912>, <tf.Tensor: shape=(), dtype=float32, numpy=4.244859>, <tf.Tensor: shape=(), dtype=float32, numpy=4.277491>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2104115>, <tf.Tensor: shape=(), dtype=float32, numpy=4.208617>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2539325>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2284226>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3032336>, <tf.Tensor: shape=(), dtype=float32, numpy=4.228006>, <tf.Tensor: shape=(), dtype=float32, numpy=4.253662>]",0.0,0.6131143364303281,0.6257307227339455,0.997861908105939,0.9980625501605136,3800.0,5000.0,4800.0,200.0,chr1,ZNF24_early_stop_5000_train_1000_5_0_02Aug2020_0802_1000.csv
303,ZNF24,,,10000.0,5000.0,,0.001,4.0,14278.414447181858,"[<tf.Tensor: shape=(), dtype=float32, numpy=42.10005>, <tf.Tensor: shape=(), dtype=float32, numpy=15.226242>, <tf.Tensor: shape=(), dtype=float32, numpy=9.789517>, <tf.Tensor: shape=(), dtype=float32, numpy=7.032327>, <tf.Tensor: shape=(), dtype=float32, numpy=6.3183093>, <tf.Tensor: shape=(), dtype=float32, numpy=6.0471354>, <tf.Tensor: shape=(), dtype=float32, numpy=6.007508>, <tf.Tensor: shape=(), dtype=float32, numpy=5.865989>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9042983>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9272227>, <tf.Tensor: shape=(), dtype=float32, numpy=5.979902>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8869667>]",0.0,0.5803407677514625,0.5773035575164975,0.9975327297351524,0.9974700290930978,1400.0,5000.0,2200.0,200.0,chr1,ZNF24_early_stop_5000_train_5000_4_3_02Aug2020_0802_5000.csv
304,ZNF24,,,10000.0,5000.0,,0.0,5.0,17232.424504049122,"[<tf.Tensor: shape=(), dtype=float32, numpy=46.072556>, <tf.Tensor: shape=(), dtype=float32, numpy=14.886105>, <tf.Tensor: shape=(), dtype=float32, numpy=9.9482355>, <tf.Tensor: shape=(), dtype=float32, numpy=7.211844>, <tf.Tensor: shape=(), dtype=float32, numpy=6.4993978>, <tf.Tensor: shape=(), dtype=float32, numpy=6.262785>, <tf.Tensor: shape=(), dtype=float32, numpy=6.198506>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9805994>, <tf.Tensor: shape=(), dtype=float32, numpy=6.0950923>, <tf.Tensor: shape=(), dtype=float32, numpy=5.961702>, <tf.Tensor: shape=(), dtype=float32, numpy=6.0542397>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9103804>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8208985>, <tf.Tensor: shape=(), dtype=float32, numpy=5.821654>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8137956>, <tf.Tensor: shape=(), dtype=float32, numpy=5.76877>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7917056>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7847514>, <tf.Tensor: shape=(), dtype=float32, numpy=5.726086>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7023373>, <tf.Tensor: shape=(), dtype=float32, numpy=5.764378>, <tf.Tensor: shape=(), dtype=float32, numpy=5.699763>, <tf.Tensor: shape=(), dtype=float32, numpy=5.702445>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7507033>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9762983>]",0.0,0.5824835952140976,0.6101435338048561,0.9979057985553772,0.9979214737158908,4200.0,5000.0,5000.0,200.0,chr1,ZNF24_early_stop_5000_train_5000_5_0_02Aug2020_0802_5000.csv
305,ZNF24,,,10000.0,5000.0,,0.0,4.0,29513.697187748734,"[<tf.Tensor: shape=(), dtype=float32, numpy=45.628933>, <tf.Tensor: shape=(), dtype=float32, numpy=15.927319>, <tf.Tensor: shape=(), dtype=float32, numpy=10.752146>, <tf.Tensor: shape=(), dtype=float32, numpy=7.423071>, <tf.Tensor: shape=(), dtype=float32, numpy=6.4760365>, <tf.Tensor: shape=(), dtype=float32, numpy=6.2908664>, <tf.Tensor: shape=(), dtype=float32, numpy=6.0908165>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9197397>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9713383>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9348507>, <tf.Tensor: shape=(), dtype=float32, numpy=6.0180917>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9042788>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8468485>, <tf.Tensor: shape=(), dtype=float32, numpy=5.820905>, <tf.Tensor: shape=(), dtype=float32, numpy=5.9000015>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7877336>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7748365>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8154545>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7545953>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8220367>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7461476>, <tf.Tensor: shape=(), dtype=float32, numpy=5.747289>, <tf.Tensor: shape=(), dtype=float32, numpy=5.7969227>, <tf.Tensor: shape=(), dtype=float32, numpy=5.752577>, <tf.Tensor: shape=(), dtype=float32, numpy=5.8365517>]",0.0,0.6037301356102247,0.6206032970990085,0.997849367977528,0.9979841743579454,4000.0,5000.0,4800.0,200.0,chr1,ZNF24_early_stop_5000_train_5000_4_0_02Aug2020_0802_5000.csv
306,ZNF24,,,10000.0,5000.0,,0.0,4.0,15550.122181477956,"[<tf.Tensor: shape=(), dtype=float32, numpy=41.81905>, <tf.Tensor: shape=(), dtype=float32, numpy=12.186522>, <tf.Tensor: shape=(), dtype=float32, numpy=7.5566454>, <tf.Tensor: shape=(), dtype=float32, numpy=5.4759483>, <tf.Tensor: shape=(), dtype=float32, numpy=5.0027146>, <tf.Tensor: shape=(), dtype=float32, numpy=4.9451647>, <tf.Tensor: shape=(), dtype=float32, numpy=4.792597>, <tf.Tensor: shape=(), dtype=float32, numpy=4.6148243>, <tf.Tensor: shape=(), dtype=float32, numpy=4.6837735>, <tf.Tensor: shape=(), dtype=float32, numpy=4.6490674>, <tf.Tensor: shape=(), dtype=float32, numpy=4.6636834>, <tf.Tensor: shape=(), dtype=float32, numpy=4.560384>, <tf.Tensor: shape=(), dtype=float32, numpy=4.5686>, <tf.Tensor: shape=(), dtype=float32, numpy=4.5510716>, <tf.Tensor: shape=(), dtype=float32, numpy=4.489653>, <tf.Tensor: shape=(), dtype=float32, numpy=4.500333>, <tf.Tensor: shape=(), dtype=float32, numpy=4.5209246>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4923224>, <tf.Tensor: shape=(), dtype=float32, numpy=4.433755>, <tf.Tensor: shape=(), dtype=float32, numpy=4.4398875>, <tf.Tensor: shape=(), dtype=float32, numpy=4.463336>, <tf.Tensor: shape=(), dtype=float32, numpy=4.445607>, <tf.Tensor: shape=(), dtype=float32, numpy=4.579235>]",0.0,0.6124081512100821,0.6063770053005368,0.997883853330658,0.9979277437800964,3600.0,5000.0,4400.0,200.0,chr1,ZNF24_early_stop_5000_train_5000_sample_4_0_4_12Aug2020_1224_5000.csv
